sample,ch0,ch1,ch2,ch3,ch0_v,ch1_v,ch2_v,ch3_v
299,-606124,-623534,-592343,-607387,-0.173413467,-0.178394508,-0.169470692,-0.173774815
300,-605986,-618463,-597043,-607238,-0.173373985,-0.176943684,-0.170815372,-0.173732185
301,-605976,-597456,-617041,-607440,-0.173371124,-0.170933533,-0.176536846,-0.173789978
302,-606029,-584120,-629974,-607259,-0.173386288,-0.167118073,-0.180237007,-0.173738194
303,-605859,-586401,-627682,-607546,-0.173337650,-0.167770672,-0.179581261,-0.173820305
304,-605933,-636700,-579102,-607185,-0.173358822,-0.182161331,-0.165682411,-0.173717022
305,-605923,-634770,-581107,-607482,-0.173355961,-0.181609154,-0.166256046,-0.173801994
306,-605891,-618399,-597032,-607270,-0.173346806,-0.176925373,-0.170812225,-0.173741341
307,-606061,-597531,-616946,-607376,-0.173395443,-0.170954990,-0.176509666,-0.173771667
308,-606198,-602496,-612373,-607153,-0.173434639,-0.172375488,-0.175201321,-0.173707867
309,-606145,-623301,-592215,-607397,-0.173419476,-0.178327847,-0.169434071,-0.173777676
310,-606294,-636913,-579367,-607620,-0.173462105,-0.182222271,-0.165758228,-0.173841476
311,-606230,-634547,-581415,-607387,-0.173443794,-0.181545353,-0.166344166,-0.173774815
312,-606220,-584386,-629826,-607291,-0.173440933,-0.167194176,-0.180194664,-0.173747349
313,-606262,-586412,-628033,-607514,-0.173452950,-0.167773819,-0.179681683,-0.173811150
314,-606018,-602549,-612405,-607153,-0.173383141,-0.172390652,-0.175210476,-0.173707867
315,-606220,-623799,-592120,-607259,-0.173440933,-0.178470325,-0.169406891,-0.173738194
316,-606082,-618378,-596788,-607249,-0.173401451,-0.176919365,-0.170742416,-0.173735332
317,-605986,-597414,-617062,-607185,-0.173373985,-0.170921516,-0.176542854,-0.173717022
318,-605944,-584545,-630271,-607302,-0.173361969,-0.167239666,-0.180321980,-0.173750496
319,-605901,-586232,-627948,-607238,-0.173349667,-0.167722321,-0.179657364,-0.173732185
320,-605710,-636722,-579314,-607164,-0.173295021,-0.182167625,-0.165743065,-0.173711014
321,-606007,-634525,-581033,-607514,-0.173379993,-0.181539059,-0.166234875,-0.173811150
322,-605933,-618537,-596735,-607217,-0.173358822,-0.176964855,-0.170727253,-0.173726177
323,-606114,-597414,-616818,-607355,-0.173410606,-0.170921516,-0.176473045,-0.173765659
324,-606039,-602538,-612235,-607270,-0.173389149,-0.172387505,-0.175161839,-0.173741341
325,-606039,-623651,-592268,-607440,-0.173389149,-0.178427982,-0.169449234,-0.173789978
326,-605997,-636807,-579229,-607493,-0.173377132,-0.182191944,-0.165718746,-0.173805141
327,-605923,-634515,-581298,-607567,-0.173355961,-0.181536198,-0.166310692,-0.173826313
328,-605912,-583972,-630165,-607546,-0.173352814,-0.167075729,-0.180291653,-0.173820305
329,-606071,-586465,-628128,-607461,-0.173398304,-0.167788982,-0.179708862,-0.173795986
330,-606145,-602602,-612405,-607365,-0.173419476,-0.172405815,-0.175210476,-0.173768520
331,-605933,-623492,-592343,-607397,-0.173358822,-0.178382492,-0.169470692,-0.173777676
332,-606103,-618452,-596862,-607153,-0.173407459,-0.176940536,-0.170763588,-0.173707867
333,-605721,-597382,-617020,-607270,-0.173298168,-0.170912361,-0.176530838,-0.173741341
334,-606007,-584163,-629560,-607249,-0.173379993,-0.167130375,-0.180118561,-0.173735332
335,-606145,-586232,-627905,-607663,-0.173419476,-0.167722321,-0.179645061,-0.173853779
336,-605870,-637252,-579516,-607440,-0.173340797,-0.182319260,-0.165800858,-0.173789978
337,-606283,-634568,-581319,-607344,-0.173458958,-0.181551361,-0.166316700,-0.173762512
338,-605742,-618431,-597064,-607556,-0.173304176,-0.176934528,-0.170821381,-0.173823166
339,-606103,-597743,-617073,-607132,-0.173407459,-0.171015644,-0.176546001,-0.173701859
340,-606071,-602549,-612511,-607514,-0.173398304,-0.172390652,-0.175240803,-0.173811150
341,-605923,-623449,-592014,-607631,-0.173355961,-0.178370190,-0.169376564,-0.173844624
342,-605891,-636860,-579495,-607652,-0.173346806,-0.182207108,-0.165794849,-0.173850632
343,-606135,-634579,-581457,-607365,-0.173416615,-0.181554508,-0.166356182,-0.173768520
344,-606135,-584354,-629698,-607175,-0.173416615,-0.167185020,-0.180158043,-0.173714161
345,-606061,-586380,-628086,-607472,-0.173395443,-0.167764664,-0.179696846,-0.173799133
346,-606029,-602634,-612214,-607302,-0.173386288,-0.172414970,-0.175155830,-0.173750496
347,-606039,-623502,-592332,-607440,-0.173389149,-0.178385353,-0.169467545,-0.173789978
348,-605806,-618187,-596936,-607472,-0.173322487,-0.176864719,-0.170784760,-0.173799133
349,-606283,-597340,-616627,-607281,-0.173458958,-0.170900345,-0.176418400,-0.173744488
350,-606071,-584195,-630123,-607387,-0.173398304,-0.167139530,-0.180279636,-0.173774815
351,-606050,-586561,-627810,-607344,-0.173392296,-0.167816448,-0.179617882,-0.173762512
352,-605976,-636796,-579442,-607408,-0.173371124,-0.182188797,-0.165779686,-0.173780823
353,-606103,-634971,-581479,-607397,-0.173407459,-0.181666660,-0.166362476,-0.173777676
354,-606379,-618208,-596915,-607344,-0.173486423,-0.176870728,-0.170778751,-0.173762512
355,-606050,-597425,-616925,-607196,-0.173392296,-0.170924664,-0.176503658,-0.173720169
356,-605859,-602581,-612522,-607610,-0.173337650,-0.172399807,-0.175243950,-0.173838615
357,-606007,-623386,-592088,-607546,-0.173379993,-0.178352165,-0.169397736,-0.173820305
358,-606305,-636658,-579431,-607503,-0.173465252,-0.182149315,-0.165776539,-0.173808002
359,-606230,-634568,-581510,-607344,-0.173443794,-0.181551361,-0.166371346,-0.173762512
360,-606114,-583972,-629751,-607493,-0.173410606,-0.167075729,-0.180173206,-0.173805141
361,-605891,-586476,-628139,-607461,-0.173346806,-0.167792130,-0.179712009,-0.173795986
362,-606220,-602453,-612490,-607206,-0.173440933,-0.172363186,-0.175234795,-0.173723030
363,-605891,-623258,-592258,-607556,-0.173346806,-0.178315544,-0.169446373,-0.173823166
364,-606114,-618272,-597117,-607503,-0.173410606,-0.176889038,-0.170836544,-0.173808002
365,-606177,-597180,-617211,-607588,-0.173428631,-0.170854568,-0.176585484,-0.173832321
366,-606135,-584226,-630186,-607472,-0.173416615,-0.167148399,-0.180297661,-0.173799133
367,-606114,-586168,-628319,-607503,-0.173410606,-0.167704010,-0.179763508,-0.173808002
368,-606262,-636669,-579261,-607249,-0.173452950,-0.182152462,-0.165727901,-0.173735332
369,-606082,-634494,-581553,-607408,-0.173401451,-0.181530190,-0.166383648,-0.173780823
370,-606092,-618229,-597021,-607132,-0.173404312,-0.176876736,-0.170809078,-0.173701859
371,-605986,-597488,-617126,-607270,-0.173373985,-0.170942688,-0.176561165,-0.173741341
372,-606050,-602315,-612331,-607514,-0.173392296,-0.172323704,-0.175189304,-0.173811150
373,-606135,-623428,-592077,-607408,-0.173416615,-0.178364182,-0.169394588,-0.173780823
374,-606135,-636753,-579548,-607461,-0.173416615,-0.182176495,-0.165810013,-0.173795986
375,-606007,-634494,-581383,-607408,-0.173379993,-0.181530190,-0.166335011,-0.173780823
376,-606177,-583982,-629698,-607588,-0.173428631,-0.167078590,-0.180158043,-0.173832321
377,-606092,-586316,-628160,-607578,-0.173404312,-0.167746353,-0.179718018,-0.173829460
378,-606252,-602305,-612363,-607684,-0.173450089,-0.172320843,-0.175198460,-0.173859787
379,-606145,-623248,-592385,-607249,-0.173419476,-0.178312683,-0.169482708,-0.173735332
380,-605986,-618145,-597191,-607153,-0.173373985,-0.176852703,-0.170857716,-0.173707867
381,-606252,-597552,-616893,-607228,-0.173450089,-0.170960999,-0.176494503,-0.173729324
382,-606198,-584110,-629741,-607419,-0.173434639,-0.167115211,-0.180170345,-0.173783970
383,-606305,-586370,-627948,-607461,-0.173465252,-0.167761803,-0.179657364,-0.173795986
384,-605965,-636531,-579601,-607440,-0.173367977,-0.182112980,-0.165825176,-0.173789978
385,-605806,-634260,-581638,-607482,-0.173322487,-0.181463242,-0.166407967,-0.173801994
386,-606039,-618102,-597021,-607493,-0.173389149,-0.176840401,-0.170809078,-0.173805141
387,-606039,-597053,-617052,-607663,-0.173389149,-0.170818233,-0.176539993,-0.173853779
388,-606167,-602337,-612363,-607058,-0.173425770,-0.172329998,-0.175198460,-0.173680687
389,-606007,-622866,-592247,-607429,-0.173379993,-0.178203392,-0.169443226,-0.173786831
390,-605901,-636594,-579484,-607121,-0.173349667,-0.182131004,-0.165791702,-0.173698711
391,-605923,-634313,-581235,-607217,-0.173355961,-0.181478405,-0.166292667,-0.173726177
392,-606029,-584142,-630154,-607355,-0.173386288,-0.167124367,-0.180288506,-0.173765659
393,-606039,-586072,-628096,-606994,-0.173389149,-0.167676544,-0.179699707,-0.173662376
394,-606188,-602379,-612532,-607440,-0.173431778,-0.172342014,-0.175246811,-0.173789978
395,-606029,-623566,-592417,-607153,-0.173386288,-0.178403664,-0.169491863,-0.173707867
396,-605976,-618039,-596958,-607196,-0.173371124,-0.176822376,-0.170791054,-0.173720169
397,-605785,-597361,-616978,-607196,-0.173316479,-0.170906353,-0.176518822,-0.173720169
398,-606061,-584195,-630017,-607397,-0.173395443,-0.167139530,-0.180249310,-0.173777676
399,-605954,-586295,-627820,-607281,-0.173364830,-0.167740345,-0.179620743,-0.173744488
400,-606050,-636775,-579728,-607472,-0.173392296,-0.182182789,-0.165861511,-0.173799133
401,-606135,-634515,-581341,-607312,-0.173416615,-0.181536198,-0.166322994,-0.173753357
402,-606103,-618283,-596841,-607323,-0.173407459,-0.176892185,-0.170757580,-0.173756504
403,-605827,-597594,-617126,-607620,-0.173328495,-0.170973015,-0.176561165,-0.173841476
404,-606029,-602443,-612341,-607461,-0.173386288,-0.172360325,-0.175192165,-0.173795986
405,-606241,-623417,-592024,-607472,-0.173446941,-0.178361034,-0.169379425,-0.173799133
406,-606071,-636647,-579580,-607302,-0.173398304,-0.182146168,-0.165819168,-0.173750496
407,-605954,-634419,-581224,-607397,-0.173364830,-0.181508732,-0.166289520,-0.173777676
408,-606071,-584131,-629953,-607249,-0.173398304,-0.167121220,-0.180230999,-0.173735332
409,-606167,-585998,-627852,-607408,-0.173425770,-0.167655373,-0.179629898,-0.173780823
410,-606039,-602422,-612500,-607440,-0.173389149,-0.172354317,-0.175237656,-0.173789978
411,-606326,-623672,-592237,-607185,-0.173471260,-0.178433990,-0.169440365,-0.173717022
412,-606124,-618219,-597127,-607493,-0.173413467,-0.176873875,-0.170839405,-0.173805141
413,-606379,-597170,-617200,-607270,-0.173486423,-0.170851707,-0.176582336,-0.173741341
414,-606071,-584089,-629921,-607365,-0.173398304,-0.167109203,-0.180221844,-0.173768520
415,-606220,-586242,-627757,-607514,-0.173440933,-0.167725182,-0.179602718,-0.173811150
416,-606135,-636499,-579336,-607111,-0.173416615,-0.182103825,-0.165749359,-0.173695850
417,-606061,-634430,-581457,-607302,-0.173395443,-0.181511879,-0.166356182,-0.173750496
418,-605954,-618081,-597000,-607334,-0.173364830,-0.176834393,-0.170803070,-0.173759651
419,-605965,-597509,-617105,-607429,-0.173367977,-0.170948696,-0.176555157,-0.173786831
420,-605880,-602390,-612065,-607323,-0.173343658,-0.172345161,-0.175113201,-0.173756504
421,-606167,-623248,-592215,-607408,-0.173425770,-0.178312683,-0.169434071,-0.173780823
422,-606188,-636265,-579357,-607185,-0.173431778,-0.182036877,-0.165755367,-0.173717022
423,-606082,-634250,-581288,-607514,-0.173401451,-0.181460381,-0.166307831,-0.173811150
424,-605986,-584057,-629783,-607259,-0.173373985,-0.167100048,-0.180182362,-0.173738194
425,-606135,-586009,-627948,-607111,-0.173416615,-0.167658520,-0.179657364,-0.173695850
426,-606209,-602432,-612522,-607302,-0.173437786,-0.172357178,-0.175243950,-0.173750496
427,-606018,-623067,-592088,-607365,-0.173383141,-0.178260899,-0.169397736,-0.173768520
428,-606124,-618219,-596799,-607493,-0.173413467,-0.176873875,-0.170745564,-0.173805141
429,-606103,-597085,-617031,-607175,-0.173407459,-0.170827389,-0.176533985,-0.173714161
430,-606145,-583940,-629889,-607408,-0.173419476,-0.167066574,-0.180212688,-0.173780823
431,-605965,-585966,-627916,-607429,-0.173367977,-0.167646217,-0.179648209,-0.173786831
432,-605848,-636711,-579176,-607429,-0.173334503,-0.182164478,-0.165703583,-0.173786831
433,-605657,-634377,-581150,-607312,-0.173279858,-0.181496716,-0.166268349,-0.173753357
434,-606145,-618113,-596650,-607228,-0.173419476,-0.176843548,-0.170702934,-0.173729324
435,-605901,-597212,-617116,-607503,-0.173349667,-0.170863724,-0.176558304,-0.173808002
436,-605880,-602337,-612479,-607249,-0.173343658,-0.172329998,-0.175231647,-0.173735332
437,-606061,-623248,-591897,-607153,-0.173395443,-0.178312683,-0.169343090,-0.173707867
438,-605965,-636234,-579399,-607461,-0.173367977,-0.182028008,-0.165767384,-0.173795986
439,-606039,-634398,-581235,-607238,-0.173389149,-0.181502724,-0.166292667,-0.173732185
440,-605912,-583664,-629666,-607450,-0.173352814,-0.166987610,-0.180148888,-0.173792839
441,-606220,-585956,-627905,-607556,-0.173440933,-0.167643356,-0.179645061,-0.173823166
442,-606082,-602262,-612225,-607429,-0.173401451,-0.172308540,-0.175158978,-0.173786831
443,-606188,-623142,-592077,-607249,-0.173431778,-0.178282356,-0.169394588,-0.173735332
444,-605859,-618028,-596820,-607419,-0.173337650,-0.176819229,-0.170751572,-0.173783970
445,-605901,-597106,-617041,-607365,-0.173349667,-0.170833397,-0.176536846,-0.173768520
446,-605997,-583802,-630017,-607365,-0.173377132,-0.167027092,-0.180249310,-0.173768520
447,-606082,-586062,-627990,-607164,-0.173401451,-0.167673683,-0.179669380,-0.173711014
448,-606103,-636488,-579442,-607461,-0.173407459,-0.182100677,-0.165779686,-0.173795986
449,-606071,-634472,-581362,-607238,-0.173398304,-0.181523895,-0.166329002,-0.173732185
450,-605986,-618070,-596714,-607482,-0.173373985,-0.176831245,-0.170721245,-0.173801994
451,-605912,-597212,-617169,-607408,-0.173352814,-0.170863724,-0.176573467,-0.173780823
452,-606050,-602284,-612150,-607228,-0.173392296,-0.172314835,-0.175137520,-0.173729324
453,-606029,-622993,-592099,-607429,-0.173386288,-0.178239727,-0.169400883,-0.173786831
454,-606198,-636499,-579261,-607302,-0.173434639,-0.182103825,-0.165727901,-0.173750496
455,-605986,-634112,-581277,-607397,-0.173373985,-0.181420898,-0.166304684,-0.173777676
456,-606368,-583961,-629709,-607228,-0.173483276,-0.167072582,-0.180161190,-0.173729324
457,-606188,-586157,-627948,-607334,-0.173431778,-0.167700863,-0.179657364,-0.173759651
458,-606220,-602252,-612203,-607419,-0.173440933,-0.172305679,-0.175152683,-0.173783970
459,-605986,-623354,-592215,-607440,-0.173373985,-0.178343010,-0.169434071,-0.173789978
460,-605997,-618081,-597011,-607175,-0.173377132,-0.176834393,-0.170806217,-0.173714161
461,-606124,-597096,-617073,-607312,-0.173413467,-0.170830536,-0.176546001,-0.173753357
462,-605954,-583993,-629963,-607472,-0.173364830,-0.167081738,-0.180233860,-0.173799133
463,-605817,-586210,-627884,-607440,-0.173325634,-0.167716026,-0.179639053,-0.173789978
464,-606007,-636318,-579495,-607535,-0.173379993,-0.182052040,-0.165794849,-0.173817158
465,-606220,-634483,-581277,-607376,-0.173440933,-0.181527042,-0.166304684,-0.173771667
466,-606241,-618357,-596905,-607610,-0.173446941,-0.176913357,-0.170775890,-0.173838615
467,-606156,-597478,-616999,-607599,-0.173422623,-0.170939827,-0.176524830,-0.173835468
468,-605944,-602294,-612118,-607588,-0.173361969,-0.172317696,-0.175128365,-0.173832321
469,-605870,-623216,-592077,-607365,-0.173340797,-0.178303528,-0.169394588,-0.173768520
470,-605986,-636594,-579410,-607291,-0.173373985,-0.182131004,-0.165770531,-0.173747349
471,-606273,-634430,-581171,-607588,-0.173456097,-0.181511879,-0.166274357,-0.173832321
472,-606039,-584216,-629783,-607259,-0.173389149,-0.167145538,-0.180182362,-0.173738194
473,-606124,-586391,-628202,-607482,-0.173413467,-0.167767811,-0.179730034,-0.173801994
474,-606326,-602411,-612214,-607525,-0.173471260,-0.172351170,-0.175155830,-0.173814297
475,-606294,-623566,-592311,-607535,-0.173462105,-0.178403664,-0.169461536,-0.173817158
476,-605838,-618314,-596799,-607270,-0.173331642,-0.176901054,-0.170745564,-0.173741341
477,-606220,-597478,-616967,-607535,-0.173440933,-0.170939827,-0.176515675,-0.173817158
478,-606092,-584089,-629995,-607355,-0.173404312,-0.167109203,-0.180243015,-0.173765659
479,-606294,-586274,-627905,-607578,-0.173462105,-0.167734337,-0.179645061,-0.173829460
480,-606156,-636329,-579357,-607312,-0.173422623,-0.182055187,-0.165755367,-0.173753357
481,-606029,-634335,-581383,-607408,-0.173386288,-0.181484699,-0.166335011,-0.173780823
482,-606092,-618304,-596947,-607387,-0.173404312,-0.176898193,-0.170787907,-0.173774815
483,-606071,-597361,-617211,-607312,-0.173398304,-0.170906353,-0.176585484,-0.173753357
484,-606209,-602538,-612225,-607355,-0.173437786,-0.172387505,-0.175158978,-0.173765659
485,-606135,-623534,-592555,-607291,-0.173416615,-0.178394508,-0.169531345,-0.173747349
486,-606209,-636584,-579548,-607291,-0.173437786,-0.182128143,-0.165810013,-0.173747349
487,-606007,-634812,-581245,-607578,-0.173379993,-0.181621170,-0.166295528,-0.173829460
488,-606050,-584173,-629613,-607514,-0.173392296,-0.167133236,-0.180133724,-0.173811150
489,-606061,-586295,-627895,-607663,-0.173395443,-0.167740345,-0.179642200,-0.173853779
490,-605976,-602687,-611981,-607461,-0.173371124,-0.172430134,-0.175089169,-0.173795986
491,-606220,-623513,-591770,-607196,-0.173440933,-0.178388500,-0.169306755,-0.173720169
492,-605923,-618410,-596926,-607238,-0.173355961,-0.176928520,-0.170781898,-0.173732185
493,-605965,-597403,-617105,-607610,-0.173367977,-0.170918369,-0.176555157,-0.173838615
494,-606156,-584089,-629963,-607493,-0.173422623,-0.167109203,-0.180233860,-0.173805141
495,-606209,-586295,-628011,-607663,-0.173437786,-0.167740345,-0.179675388,-0.173853779
496,-606252,-636775,-579580,-607546,-0.173450089,-0.182182789,-0.165819168,-0.173820305
497,-605795,-634536,-581510,-607408,-0.173319340,-0.181542206,-0.166371346,-0.173780823
498,-606082,-618145,-597000,-607365,-0.173401451,-0.176852703,-0.170803070,-0.173768520
499,-606114,-597499,-616935,-607355,-0.173410606,-0.170945835,-0.176506519,-0.173765659
500,-606209,-602591,-612373,-607556,-0.173437786,-0.172402668,-0.175201321,-0.173823166
501,-605817,-623396,-592279,-607556,-0.173325634,-0.178355026,-0.169452381,-0.173823166
502,-606114,-636679,-579611,-607365,-0.173410606,-0.182155323,-0.165828037,-0.173768520
503,-605859,-634621,-581489,-607355,-0.173337650,-0.181566525,-0.166365337,-0.173765659
504,-606029,-584417,-629910,-607111,-0.173386288,-0.167203045,-0.180218697,-0.173695850
505,-606082,-586316,-628086,-607440,-0.173401451,-0.167746353,-0.179696846,-0.173789978
506,-606007,-602666,-612341,-607376,-0.173379993,-0.172424126,-0.175192165,-0.173771667
507,-606061,-623715,-591897,-607312,-0.173395443,-0.178446293,-0.169343090,-0.173753357
508,-605933,-618346,-596905,-607610,-0.173358822,-0.176910210,-0.170775890,-0.173838615
509,-605848,-597573,-617084,-607546,-0.173334503,-0.170967007,-0.176549149,-0.173820305
510,-605901,-584598,-630070,-607610,-0.173349667,-0.167254829,-0.180264473,-0.173838615
511,-606156,-586518,-627820,-607493,-0.173422623,-0.167804146,-0.179620743,-0.173805141
512,-605880,-636711,-579336,-607450,-0.173343658,-0.182164478,-0.165749359,-0.173792839
